Score,Summary,Text
5,Love this stuff,"I was unable to purchase this product for a long time as no stores in my area carried it, so I was very happy to find it on Amazon. It really does make a difference in the flavor of foods. The size of the canister is a bit unwieldy and the holes rather too large so the stuff pours out too quickly-I had to buy herb shaker to cut the weight and dispensing hole s down to a comfortable size."
5,Great food.,"I have done a lot of research to find the best food for my cat, and this is an excellent food.  That is also according to my holistic veterinarian.  They put probiotics on the kibble as the last step, which is very important to me.  The best thing is that my cat loved it immediately and I had to stop mixing it with the old food because she only would eat Holistic Select."
5,Excellent Treat,These are excellent and healthy training high value treats.  My dogs love them.  They are good to handle after hydrating.  I like they come in various versions.
1,Save your money,"I was really hoping that this would be decent, after reading the reviews.  It was not.  I will give my remaining bags of coffee away to someone who does not care.  It just lacked ...... flavor."
3,Cereal Boxes Are Fragile,"Grape Nuts Flakes is Grape Nut Flakes.  It's not like I didn't know what the product was when I ordered it.  We were having difficulty finding the product on our local grocery store shelves.  Price was good when coupled with others s for free shipping.  Delivery was prompt.  Could have been better packaged in the shipping carton.  The end boxes of the 4 pack were pretty beat up.  The product was OK, but the boxes wouldn't stand up when seperated."
5,Perfect!!,I have a chihuahua and he LOVES IT!!! Its a great food for small dogs!!!! My dog is very happy with this food!!
5,Delish!,"These bars are amazing ... and at a terrific price!  For anyone who likes to carry a snack with them, I'd highly recommend KIND bars.  All of the flavors are really great!"
5,Great Snack!,"These were great! These cookies were soft and very tasty, almost like fresh baked.  They were much larger than I expected. Great product, you won't be disappointed."
4,"Tasty enough, just hard to chew","The granola was alright and tasted good.  My issue with it was that it was very hard to chew.  I couldn't eat much before my jaw was exhausted.  It was so terrible because I was so excited about cinnamon, almond, cocoa granola - I found it addictive but it wore out my face!"
5,Outstanding!!!,I'm fairly new to the gluten-free lifestyle and I've only tried a few brands of bread.  Udi's takes the cake!!!  It toasts really well and makes a wonderful sandwich bread.
2,"Good Taste, Bad Chunks","As soon as I received my bottle of Chantea I put it in the fridge so I could give it a try.<br /><br />The packaging is pretty neat, a fun shaped bottle with a bright label, the taste is very good...but please, remove the chunks of fruit!  Maybe some people enjoy drinking not so smooth items, but to me, the fruit pieces was a real turn off...I could get descriptive of my thoughts while drinking it, but I'll spare you the details.<br /><br />I really did love the taste, and I would buy this product if it were liquid only, but until then I'll steer clear from this product."
1,Threw them out,"This is an easy review because the judgement was made by our two papillons. They live for their treats and are NOT especially picky about treats. These items are dried, uniform in size, and although they may be ""organic"" they smell bad and my dogs would have nothing to do with them. I threw them out and wanted to share the expensive experience with others so they would not waste their money."
5,One taste and you are converted!,This is the best coffee flavor I have tried in a long time.  I have not always been a coffee fan - but this has an amazing buttery sweet taste!
5,Cereal Lover,"This cereal is awesome.  Taste Great and healthy for you, along with being a great source of fiber.  The price on Amazon.com also beats what it costs in a local grocery store."
1,WARNING - Contains DRM!,"The manufacturer of this innocuous looking animal has seen fit to hide a rather disgusting form of DRM in it without disclosing this fact to us paying customers.  I purchased this rabbit for my daughter, as I thought it would be nice for her to have a more realistic toy than her current stuffed teddy bears and dolls.  To my astonishment, it began to smell very bad after only a few hours, and eventually degraded into a hard, wrinkly lump of brittle rabbit flesh.  Totally unsuitable for cuddling.  It is obvious that the manufacturer expects you to then buy another to replace it.  Well not this guy!  Once I have been burned I do not return to the flame for more.  I will not be purchasing another Cloverdale whole animal, and I suggest that none of you do either.  If we continue to accept these practices, things will only become worse!  What's next, Cloverdale?  Bears with claws?<br /><br />*EDIT*  It has come to my attention that this animal is intended to be either frozen or consumed immediately at time of receipt.  I believe Amazon should be more thorough in their descriptions of products such as this!  I do not think it is unreasonable to assume that people will be buying this animal for reasons other than consumption.  Until Amazon changes their description, I will stand by my 1 star rating!"
